bizesId,bizesNm,indsLclsNm,indsMclsNm,signguNm,source_adm_cd2,source_adong_nm,polygon_adm_cd2,polygon_adm_nm,lon,lat,boundary_distance_m
MA010120220800086551,푸드하우스,음식,기타 간이,북구,2723055000,침산1동,2723079000,대구광역시 북구 노원동,128.581017395513,35.8904319380575,10.39847645692263
MA010120220800077752,책나무범물점독서학원,교육,일반 교육,수성구,2726066200,범물2동,2726066100,대구광역시 수성구 범물1동,128.64466148665,35.8175761412995,20.053054200288322
MA010120220800079508,헤렌인터내셔널,과학·기술,전문 디자인,중구,2711067000,남산4동,2711065000,대구광역시 중구 남산2동,128.582124996557,35.8642751703396,22.53651335338749
MA010120220800230782,임실N치즈피자,음식,기타 간이,수성구,2726051000,범어1동,2726060200,대구광역시 수성구 황금2동,128.625385563772,35.8494685421091,44.16590571441966
MA010120220800236371,도도네일,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220800232930,짚신매운갈비찜,음식,한식,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597868289045,35.8681759810538,19.54592982393213
MA010120220800056857,천사홈케어,시설관리·임대,청소·방제,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.563800338687,35.8804744549791,2.82081623935077
MA010120220800461273,미가떡집,음식,기타 간이,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.546235766846,35.8541179669364,36.30401185370287
MA010120220800302685,버블버블,소매,섬유·의복·신발 소매,달서구,2729055000,두류3동,2717054000,대구광역시 서구 내당4동,128.556608440642,35.8575525617758,4.0755196487042324
MA010120220800046611,라린느,과학·기술,전문 디자인,수성구,2726060100,황금1동,2726054000,대구광역시 수성구 범어4동,128.63641015308,35.8505624463339,74.9707084241294
MA010120220800370844,칭구야,음식,주점,남구,2720053000,봉덕1동,2720051500,대구광역시 남구 이천동,128.60396354076,35.8465033393199,35.00089526832271
MA010120220800052099,스토리이즈언더웨어,수리·개인,기타 가정용품 수리,북구,2723075000,관음동,2723077000,대구광역시 북구 읍내동,128.547387386693,35.9445961553314,37.89208439583678
MA010120220800295996,방주공인중개사사무소,부동산,부동산 서비스,동구,2714074700,안심4동,2714072000,대구광역시 동구 안심1동,128.708408856655,35.8700427390608,8.702569743738925
MA010120220800616669,햇빛공방,수리·개인,기타 가정용품 수리,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.567407061916,35.880319297651,62.32582943304591
MA010120220800525533,파파존스,음식,기타 간이,북구,2723057000,침산3동,2723052600,대구광역시 북구 칠성동,128.586490569367,35.8861153729917,45.70939079304165
MA010120220800103015,체리타임,소매,의약·화장품 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.59735691014,35.8664165428831,86.17534317677767
MA010120220800052813,에이스통신,소매,가전·통신 소매,서구,2717059000,비산5동,2717061000,대구광역시 서구 비산7동,128.565146743994,35.885872797713,1.3166001151081805
MA010120220800804270,프리지아,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220800996482,메디바이스의료기,소매,의약·화장품 소매,수성구,2726066200,범물2동,2726066100,대구광역시 수성구 범물1동,128.644386821391,35.8176700142582,8.046701107378912
MA010120220800923773,이마트24신남역점,소매,종합 소매,중구,2711067000,남산4동,2711065000,대구광역시 중구 남산2동,128.582106084742,35.8644376256377,25.16202634997019
MA010120220800803219,제일,음식,기타 간이,남구,2720064000,대명9동,2720060000,대구광역시 남구 대명5동,128.588229210231,35.8472891141662,796.3883395710196
MA010120220801439424,제이엔헤어,수리·개인,이용·미용,남구,2720053000,봉덕1동,2720051500,대구광역시 남구 이천동,128.60396354076,35.8465033393199,35.00089526832271
MA010120220800636403,수성아크릴,과학·기술,인쇄·제품제작,동구,2714067000,방촌동,2714065500,대구광역시 동구 동촌동,128.65764152573,35.8835953113452,21.209888919957976
MA010120220800675523,수성치과의원,보건의료,의원,수성구,2726057000,수성1가동,2726061000,대구광역시 수성구 중동,128.612788193675,35.8488543293079,28.33967910318505
MA010120220800680399,"다겸철학,다겸화장품",소매,의약·화장품 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220801624629,아워홈덴티스본사,음식,구내식당·뷔페,동구,2714073000,안심2동,2714075500,대구광역시 동구 혁신동,128.708230031628,35.8818229986092,48.68149792342788
MA010120220801244268,내차처럼렌터카,시설관리·임대,운송장비 대여,달서구,2729056800,장기동,2729055500,대구광역시 달서구 감삼동,128.532626503501,35.8458034949813,80.71693437166763
MA010120220800825943,대백수산목련점,소매,식료품 소매,수성구,2726065200,지산2동,2726066200,대구광역시 수성구 범물2동,128.637024170457,35.8190411472347,23.091612523881402
MA010120220800636287,에스,수리·개인,이용·미용,남구,2720054000,봉덕2동,2720053000,대구광역시 남구 봉덕1동,128.603614894442,35.8440298443571,32.88998086843818
MA010120220802751912,153파트너스,과학·기술,본사·경영 컨설팅,달성군,2771031000,가창면,2726063000,대구광역시 수성구 파동,128.620467911601,35.8057753631509,95.77237807490512
MA010120220802278212,홈마트,소매,종합 소매,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.634935487336,35.8962341204653,400.9556813842904
MA010120220802515256,쌈지스포츠,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220802649863,스쿨푸드두류점,음식,기타 간이,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.542863638437,35.852611341897,24.030649683883517
MA010120220802273191,스윙잉서울동성로,소매,종합 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.596840149695,35.8665946314528,63.783222972159194
MA010120220802908786,왕자문구,소매,오락용품 소매,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.635015492211,35.8974315387841,267.9358684906366
MA010120220802917183,대구전자담배프라자,소매,담배 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220802909961,법무사사무소이룸,과학·기술,법무관련 ,달서구,2729056800,장기동,2729057600,대구광역시 달서구 이곡1동,128.515987114992,35.8502500467251,2.0994541834315057
MA010120220802881623,미용실바이쥬,수리·개인,이용·미용,동구,2714065500,동촌동,2714068500,대구광역시 동구 해안동,128.659950321666,35.8843924597427,5.828808840513663
MA010120220801938994,리꼬비101,음식,기타 간이,중구,2711056500,성내1동,2711051700,대구광역시 중구 동인동,128.600989427414,35.8730816877171,3.261259209518322
MA010120220802161334,아이엠와이즈,과학·기술,광고,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597098950178,35.8656990586793,16.520109813673198
MA010120220802251710,장애인기업제품전시판매장우리몰,소매,종합 소매,달서구,2729057600,이곡1동,2729057700,대구광역시 달서구 이곡2동,128.507248612257,35.8517297595436,2.622397272898714
MA010120220802865703,비노수아브,음식,주점,남구,2720053000,봉덕1동,2720051500,대구광역시 남구 이천동,128.596225774193,35.8497604084871,1.3158560313091654
MA010120220802508872,착한이용소,수리·개인,이용·미용,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.566455389996,35.8803497377611,45.49132886535186
MA010120220802504065,이삭토스트대구,음식,기타 간이,달서구,2729065000,본동,2729060200,대구광역시 달서구 월성2동,128.530596040922,35.8340242381627,74.82342538653882
MA010120220802863652,유건이앤디,과학·기술,기술 서비스,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.547215750228,35.8544207521554,22.986068657005863
MA010120220802837240,아름다운에스테틱,수리·개인,이용·미용,달서구,2729056300,죽전동,2717067500,대구광역시 서구 상중이동,128.543437136716,35.8559292264967,11.662643247973262
MA010120220803024449,행복한용지약국,소매,의약·화장품 소매,수성구,2726066200,범물2동,2726066100,대구광역시 수성구 범물1동,128.644630905764,35.8177027198618,27.122960866466176
MA010120220803046456,깨끗한속내과,보건의료,병원,남구,2720054000,봉덕2동,2720053000,대구광역시 남구 봉덕1동,128.603750756443,35.8441812255198,53.209262387566135
MA010120220802933420,아름인테리어,과학·기술,전문 디자인,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.632011754496,35.9000136024446,110.69984578331524
MA010120220803079852,루나스팀,수리·개인,자동차 수리·세차,북구,2723074500,구암동,2723073500,대구광역시 북구 태전2동,128.55190892499,35.9236313218376,64.75540832911592
MA010120220802976731,햅,소매,장식품 소매,수성구,2726064000,두산동,2726065200,대구광역시 수성구 지산2동,128.625674060317,35.8245570392863,18.57983451427071
MA010120220802933139,쿠키네일,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220802988976,거상네트웍스,소매,종합 소매,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.547215750228,35.8544207521554,22.986068657005863
MA010120220802999020,미엔느나인,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.595905872878,35.8669314604927,24.377400830734484
MA010120220803030034,운동화빨래방,수리·개인,세탁,북구,2723075000,관음동,2723077000,대구광역시 북구 읍내동,128.547143632822,35.9451670157295,29.162288740977697
MA010120220803061863,수아,수리·개인,기타 가정용품 수리,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220803014141,성보마트,소매,종합 소매,동구,2714051000,신암1동,2714054000,대구광역시 동구 신암4동,128.620877626443,35.8900807221116,11.674073313173402
MA010120220803026886,야시보세,소매,섬유·의복·신발 소매,남구,2720059000,대명4동,2720065000,대구광역시 남구 대명10동,128.561103788705,35.8417961845021,23.40078879924261
MA010120220803095305,현풍닭칼국수,음식,한식,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.596964508505,35.8656197433643,1.5827341758120497
MA010120220803069490,달아요,음식,비알코올 ,동구,2714051000,신암1동,2723063000,대구광역시 북구 산격3동,128.616493041167,35.8879410532375,5.017423266964023
MA010120220803018327,강산숯불촌,음식,한식,동구,2714065500,동촌동,2714064000,대구광역시 동구 지저동,128.643724659512,35.8938793091408,72.36064708873869
MA010120220803011007,베이지무드,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.59637619688,35.8666458559123,35.7993647891728
MA010120220803039814,대구서구시니어클럽행복한일터,시설관리·임대,고용 알선,서구,2717055000,비산1동,2717064000,대구광역시 서구 평리3동,128.560357175304,35.8805012185684,39.10629811436851
MA010120220802948943,타임,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.598224824435,35.8682883858516,7.200812396168582
MA010120220802937529,오땡큐염색방,수리·개인,이용·미용,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220803053819,바우떡볶이,음식,기타 간이,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.545901671321,35.8540141285612,40.78507140231305
MA010120220803001193,더쿡,음식,서양식,수성구,2726051000,범어1동,2726060200,대구광역시 수성구 황금2동,128.625385563772,35.8494685421091,44.16590571441966
MA010120220803221711,네일디보티,수리·개인,이용·미용,북구,2723057000,침산3동,2723052600,대구광역시 북구 칠성동,128.586490569367,35.8861153729917,45.70939079304165
MA010120220803231339,반월당약국,소매,의약·화장품 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220803140414,이데알레스토어,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.596685739845,35.8666237185088,55.34283051466858
MA010120220803164687,맨션드방콕,음식,동남아시아,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597074102441,35.8655642175822,5.044002627301487
MA010120220803182021,대동강,음식,한식,남구,2720054000,봉덕2동,2720053000,대구광역시 남구 봉덕1동,128.603910560729,35.8438727027721,27.742764222975875
MA010120220803222930,또봉이통닭대구,음식,기타 간이,달서구,2729061500,진천동,2729062800,대구광역시 달서구 도원동,128.529720308459,35.8056939458366,3.455339689504035
MA010120220803178592,돈희극,음식,한식,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.598605335128,35.8679408876848,45.87850875359127
MA010120220803191355,원투삼삼,음식,비알코올 ,서구,2717059000,비산5동,2717061000,대구광역시 서구 비산7동,128.563523224643,35.8883450613577,15.578459581559978
MA010120220803183010,아이앤제이뷰티,수리·개인,이용·미용,달서구,2729056300,죽전동,2717054000,대구광역시 서구 내당4동,128.547517106602,35.8556874940321,79.42397286277482
MA010120220803169560,쿨핀,소매,의약·화장품 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220803203199,코사인,과학·기술,전문 디자인,수성구,2726061000,중동,2726062000,대구광역시 수성구 상동,128.610320122358,35.8390108947454,14.406228108081018
MA010120220803258088,이가네집밥,음식,한식,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.595925479531,35.866805039917,16.549076130670112
MA010120220803101788,예니스트,수리·개인,이용·미용,중구,2711064000,남산1동,2711056500,대구광역시 중구 성내1동,128.594521689227,35.8647059967752,1.7758957691693826
MA010120220803257490,크리미의원,보건의료,의원,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.59695071105,35.8682422532861,11.876672516016896
MA010120220803139621,리꼬비,음식,기타 간이,중구,2711056500,성내1동,2711051700,대구광역시 중구 동인동,128.600989427414,35.8730816877171,3.261259209518322
MA010120220803152123,반디의꿈,음식,비알코올 ,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.582469748248,35.8649104420568,28.213237126397143
MA010120220803111536,미인스킨케어,수리·개인,이용·미용,북구,2723075000,관음동,2723077000,대구광역시 북구 읍내동,128.546669844377,35.9458760114995,3.2104651399325093
MA010120220803417590,이지카샵,수리·개인,자동차 수리·세차,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.633310864498,35.8990948030512,160.47758679454458
MA010120220803398422,미&미,소매,의약·화장품 소매,남구,2720054000,봉덕2동,2720053000,대구광역시 남구 봉덕1동,128.603067817851,35.8443435348589,44.74052553396976
MA010120220803277432,협심인테리어,과학·기술,전문 디자인,남구,2720053000,봉덕1동,2720051500,대구광역시 남구 이천동,128.597090161257,35.8498120002759,31.634760143874733
MA010120220803412525,부영메드,소매,의약·화장품 소매,서구,2717060000,비산6동,2717062000,대구광역시 서구 평리1동,128.567113197077,35.875520026236,27.708034616000003
MA010120220803442212,폰이지,소매,가전·통신 소매,남구,2720056000,대명1동,2720059000,대구광역시 남구 대명4동,128.572209466306,35.8454091639179,0.6535696229178797
MA010120220803299831,필원이앤비,음식,한식,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.629615286858,35.8992711785241,142.65093112880464
MA010120220803439872,미로헤어라인,수리·개인,이용·미용,달서구,2729056300,죽전동,2717054000,대구광역시 서구 내당4동,128.546198719205,35.8562001041698,65.19162852170884
MA010120220803348345,현이네,소매,섬유·의복·신발 소매,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.633247185926,35.8959957690169,461.6076314243182
MA010120220803331011,날마다좋은날,음식,한식,동구,2714065500,동촌동,2714064000,대구광역시 동구 지저동,128.643858902824,35.8934088822408,37.97310948367914
MA010120220803300154,더튼튼마취통증의학과,보건의료,의원,남구,2720054000,봉덕2동,2720053000,대구광역시 남구 봉덕1동,128.603750756443,35.8441812255198,53.209262387566135
MA010120220803355345,리벌티,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.596685739845,35.8666237185088,55.34283051466858
MA010120220803303796,인생닭강정,음식,기타 간이,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220803394980,거기,음식,주점,북구,2723075000,관음동,2723077000,대구광역시 북구 읍내동,128.547311402213,35.9452459551687,45.75293059567611
MA010120220803385464,동성로대경공인중개사,부동산,부동산 서비스,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.598901434916,35.8683514719289,0.43678530426167983
MA010120220803447006,창성이엔지,과학·기술,기술 서비스,달서구,2729056300,죽전동,2717054000,대구광역시 서구 내당4동,128.547112575616,35.8553773016595,30.94883574160348
MA010120220803388442,용용선생,음식,주점,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.598472697856,35.8679516644123,44.63726875097362
MA010120220803411620,피오라뷰티샵,수리·개인,이용·미용,달서구,2729056300,죽전동,2717054000,대구광역시 서구 내당4동,128.547673650253,35.8551988554914,40.75290192274617
MA010120220803278240,반하다,소매,섬유·의복·신발 소매,북구,2723068000,검단동,2723067200,대구광역시 북구 복현2동,128.619839094637,35.9065044154694,5.179949088431879
MA010120220803856022,엘비에이뉴스타공인중개사사무소,부동산,부동산 서비스,달서구,2729062500,상인2동,2729062400,대구광역시 달서구 상인1동,128.534866898561,35.8178931128935,1.3104327521533965
MA010120220803536448,간이역관음점,음식,주점,북구,2723075000,관음동,2723077000,대구광역시 북구 읍내동,128.547143632822,35.9451670157295,29.162288740977697
MA010120220803557298,드레스,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220803721676,올띵쓰통신,소매,가전·통신 소매,동구,2714065500,동촌동,2714068500,대구광역시 동구 해안동,128.659950321666,35.8843924597427,5.828808840513663
MA010120220803577611,모놀로그,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220803815970,대구제이씨인테리어,과학·기술,전문 디자인,달서구,2729062400,상인1동,2729061500,대구광역시 달서구 진천동,128.530852947576,35.819169886145,1.7221296215278419
MA010120220803993045,방탈출V,예술·스포츠,유원지·오락,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.598224824435,35.8682883858516,7.200812396168582
MA010120220803857563,좋은날,예술·스포츠,유원지·오락,동구,2714055500,신천1.2동,2714057000,대구광역시 동구 신천3동,128.617650893273,35.8746336716751,4.220437306848346
MA010120220803820530,별하뷰티,수리·개인,이용·미용,달서구,2729056300,죽전동,2717054000,대구광역시 서구 내당4동,128.546724365415,35.8553372432116,8.736451234210707
MA010120220803819743,건축사사무소애드이엔씨,과학·기술,기술 서비스,중구,2711056500,성내1동,2711069000,대구광역시 중구 대봉2동,128.59691902026,35.8600422687066,4.448492228090981
MA010120220803870351,살롱드뷰달비,수리·개인,이용·미용,수성구,2726051000,범어1동,2726060200,대구광역시 수성구 황금2동,128.625385563772,35.8494685421091,44.16590571441966
MA010120220803870766,피카소,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220803864033,고고비닐,음식,주점,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.599122643089,35.8677898184842,62.81443663608071
MA010120220803699586,청호공인중개사사무소,부동산,부동산 서비스,수성구,2726059000,수성4가동,2726057000,대구광역시 수성구 수성1가동,128.609925998385,35.8611212302088,7.900933206765586
MA010120220803709586,인셀렉,소매,섬유·의복·신발 소매,중구,2711067000,남산4동,2711065000,대구광역시 중구 남산2동,128.582124996557,35.8642751703396,22.53651335338749
MA010120220803726329,에이스영어교습소,교육,일반 교육,수성구,2726066100,범물1동,2726065100,대구광역시 수성구 지산1동,128.643602688536,35.8241779815653,59.1987776156344
MA010120220803671881,플랜비헤어,수리·개인,이용·미용,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.596691565799,35.8663623095284,36.78392696986753
MA010120220803560751,삼십미리에스프레소컴퍼니대구,음식,비알코올 ,중구,2711056500,성내1동,2723052600,대구광역시 북구 칠성동,128.596129599265,35.875876833739,58.96002309522996
MA010120220803826636,아라리노래연습장,예술·스포츠,유원지·오락,북구,2723075000,관음동,2723077000,대구광역시 북구 읍내동,128.547213458064,35.9447696143245,26.417831611130968
MA010120220803580687,가구탑&가구요,소매,가구 소매,서구,2717066100,평리6동,2717067500,대구광역시 서구 상중이동,128.546161903599,35.8799458774944,27.645653151799042
MA010120220804470394,빅토리아홀릭,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220804205017,바바라,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220804328808,골드앤스토리금사고팔고,소매,시계·귀금속 소매,달서구,2729062500,상인2동,2729062400,대구광역시 달서구 상인1동,128.534599859977,35.8178154188278,1.479295586939438
MA010120220804427664,마코토,음식,일식,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.596685739845,35.8666237185088,55.34283051466858
MA010120220804603914,치유짐,예술·스포츠,스포츠 서비스,수성구,2726059000,수성4가동,2726057000,대구광역시 수성구 수성1가동,128.612810444579,35.8603345875396,0.3123956218653644
MA010120220804142052,이모주막촌,음식,주점,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.567212657657,35.8800064339312,24.47675287389661
MA010120220804049642,"그때,거기",음식,비알코올 ,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.567172815222,35.8802322402141,47.985698083528355
MA010120220804224595,에이케이글로벌,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220804530020,끌리어에스테틱,수리·개인,욕탕·신체관리,중구,2711067000,남산4동,2711065000,대구광역시 중구 남산2동,128.582106084742,35.8644376256377,25.16202634997019
MA010120220804607220,아이보리,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220804588441,류성열내과,보건의료,의원,수성구,2726051000,범어1동,2726057000,대구광역시 수성구 수성1가동,128.611646884422,35.8597284169662,883.8356277082232
MA010120220804149858,원투삼삼,음식,비알코올 ,서구,2717059000,비산5동,2717061000,대구광역시 서구 비산7동,128.563523224643,35.8883450613577,15.578459581559978
MA010120220804124102,원이네밥상,음식,한식,남구,2720056000,대명1동,2720059000,대구광역시 남구 대명4동,128.577098665789,35.8458226906135,36.157958630287425
MA010120220804382883,머더파커,예술·스포츠,유원지·오락,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597079345602,35.8658254794145,24.348432000906378
MA010120220804335676,웰빙시대건강,소매,식료품 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.582469748248,35.8649104420568,28.213237126397143
MA010120220804152815,코사마트,소매,종합 소매,남구,2720057100,대명2동,2720051500,대구광역시 남구 이천동,128.595381855977,35.851835242193,33.58510155520372
MA010120220804779349,서남시장김주연왕족발,음식,한식,달서구,2729055500,감삼동,2729056300,대구광역시 달서구 죽전동,128.54570837366,35.8548907331862,134.36366561343453
MA010120220804789228,진심충무김밥,음식,기타 간이,남구,2720053000,봉덕1동,2720051500,대구광역시 남구 이천동,128.596680008638,35.8497814064902,16.60560420697897
MA010120220804793984,보드게임카페레드버튼동성,예술·스포츠,유원지·오락,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.598141375895,35.867992119125,40.035276832490474
MA010120220804766505,명랑부대찌개,음식,한식,수성구,2726051000,범어1동,2726060200,대구광역시 수성구 황금2동,128.625495267882,35.8499626855901,4.009045056593932
MA010120220804823948,그린샤브샤브,음식,한식,동구,2714052000,신암2동,2723064500,대구광역시 북구 대현동,128.611954064893,35.8814507931115,1.0833874397030323
MA010120220804670592,어브로딘,교육,교육 지원,북구,2723063100,산격4동,2723061000,대구광역시 북구 산격1동,128.598414035607,35.8920309354351,0.29830084545438335
MA010120220804879763,브리스톳카페,음식,비알코올 ,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220804895566,성당못빌,음식,비알코올 ,남구,2720059000,대명4동,2720065000,대구광역시 남구 대명10동,128.561495823696,35.8420344008459,2.2399694553032377
MA010120220804810808,더젠틀핏,예술·스포츠,스포츠 서비스,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.595925479531,35.866805039917,16.549076130670112
MA010120220804892563,더조은,소매,오락용품 소매,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.564021209533,35.8804445442865,4.263527100362813
MA010120220804761995,쥬뱅스,소매,섬유·의복·신발 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220804822648,살롱드큐어,수리·개인,이용·미용,달서구,2729056300,죽전동,2717054000,대구광역시 서구 내당4동,128.547734620839,35.8549187129914,17.21591080869911
MA010120220804690204,신동아조명설비,과학·기술,기술 서비스,달서구,2729056800,장기동,2729057100,대구광역시 달서구 용산1동,128.524817618381,35.8524362351439,377.8329866356522
MA010120220804689203,더바디#,수리·개인,이용·미용,서구,2717062000,평리1동,2717055000,대구광역시 서구 비산1동,128.564132087802,35.8804521116641,7.423150452039418
MA010120220804836391,아이라이크세일,소매,섬유·의복·신발 소매,중구,2711056500,성내1동,2711051700,대구광역시 중구 동인동,128.601024809618,35.8731893530554,4.132132109694932
MA010120220804784843,네일바이인,수리·개인,이용·미용,중구,2711056500,성내1동,2711054500,대구광역시 중구 삼덕동,128.597218127337,35.8661210112491,55.26188744967271
MA010120220804682537,덱스크루대구,소매,자동차 부품 소매,동구,2714062000,불로.봉무동,2714064000,대구광역시 동구 지저동,128.635084566155,35.8980974369383,193.8331304275006
MA010120220804796438,진흥식당,음식,구내식당·뷔페,달서구,2729057700,이곡2동,2729058500,대구광역시 달서구 신당동,128.498680537857,35.8399326391423,113.19830603377524
MA010120220804864272,푸른엔지니어링,과학·기술,기술 서비스,남구,2720054000,봉덕2동,2720055000,대구광역시 남구 봉덕3동,128.600732988014,35.8383099531107,1.1024183162079662
MA010120220804877021,반월당자연사랑약국,소매,의약·화장품 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220804805324,엔젤리더스,소매,섬유·의복·신발 소매,중구,2711064000,남산1동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,19.934593070075067
MA010120220805069899,윤순영패션,소매,섬유·의복·신발 소매,북구,2723077000,읍내동,2723073500,대구광역시 북구 태전2동,128.550787026982,35.9325581050608,6.12710984333984
MA010120220804960465,두젠북스,과학·기술,인쇄·제품제작,중구,2711067000,남산4동,2711065000,대구광역시 중구 남산2동,128.582124996557,35.8642751703396,22.53651335338749
MA010120220805060906,자전거천국,소매,오락용품 소매,북구,2723057000,침산3동,2723055000,대구광역시 북구 침산1동,128.588034512246,35.9007655352483,26.348655414114933
MA010120220805003354,반월당약국,소매,의약·화장품 소매,중구,2711057500,성내2동,2711065000,대구광역시 중구 남산2동,128.593342554172,35.864424266825,188.59244919554598
MA010120220805065018,고마워,소매,섬유·의복·신발 소매,북구,2723061000,산격1동,2723063100,대구광역시 북구 산격4동,128.600471832308,35.8957792966945,73.08964158662036
MA010120220805056949,지에스칼텍스대구혁신도시주유소,소매,연료 소매,동구,2714073000,안심2동,2714075500,대구광역시 동구 혁신동,128.708575585526,35.878321716294,56.86840928556307
